first_name,middle_name,last_name,email,do_not_call,p2ptext_optout,mobile_phone,home_phone,work_phone,best_phone,join_date,xdate,membership_status,memb_status_letter,membership_type,monthly_dues_status,yearly_dues_status,union_member,union_name,union_local,accomodations,race,student_yes_no,student_school_name,mailing_pref,actionkit_id,dsa_chapter,ydsa_chapter,congressional_district,address1,address2,city,state,zip,country,lat,lon
Michael,,Eaton,nelsonmartin@example.com,,,7229223151,,,7229223151,2019-06-08,2020-12-09,Lapsed,L,income-based,past_due,,,,,,Asian,"Yes, college student",Kingston Middle School,Yes,82336,San Francisco,,ME_02,5496 Hansen Stream,Apt. 001,Lewishaven,NY,94117,US,,
Charles,,Hansen,eric18@example.org,,,681-780-0443,,,681-780-0443,2016-04-09,2023-01-19,Member,M,yearly,lapsed,never,"No, not a union member",,,,West Asian / Middle Eastern,"Yes, high school student",PS 2 MEYER LONDON,No,134321,San Francisco,,ME_01,7789 Brenda Brook,Apt. 713,Shannonstad,RI,94102,US,,
Timothy,Jason.,Cruz,george32@example.org,,,,633-770-4134,,633-770-4134,2023-03-26,2025-02-27,Member in Good Standing,M,income-based,canceled_by_processor,active,Currently organizing my workplace,,,,West Asian / Middle Eastern,,,Membership card only,367537,San Francisco,,ME_02,9329 Rivera Manors,Apt. 454,Nelsonberg,NV,94151,US,,
Cameron,,Gross,michaelbeard@example.net,,,,(684)400-1947,,(684)400-1947,2019-04-12,2023-11-07,Member,M,one-time,lapsed,canceled_by_user,"Yes, retired union member",AFSCME,550,,Black / of African Descent,No,,Yes,124573,San Francisco,,ME_02,811 Houston Junction,Suite 150,Pricefort,MN,94163,US,,
David,,Dalton,julia11@example.com,True,,(622)573-1196,,,(622)573-1196,2016-08-23,2024-11-16,Member in Good Standing,M,annual,active,,Currently organizing my workplace,,,,Black / of African Descent,,,No,373324,San Francisco,,ME_01,031 Jason Rapids,Suite 818,East Leonard,MO,94132,US,,
Amy,John.,Wells,brandon62@example.com,,,970-429-8228,931-229-9123,,970-429-8228,2018-11-01,2023-01-03,Member,M,yearly,canceled_by_admin,,"Yes, current union member",,2104,,Native American / Indigenous,"Yes, high school student",Southern Elementary,Membership card only,41453,San Francisco,,ME_01,7381 Jones Summit,Apt. 525,Moodymouth,DE,94152,US,,
Kevin,Steven,Reyes,joseph30@example.net,,,,(591)235-2982,,(591)235-2982,2020-11-15,2024-03-18,Member in Good Standing,M,monthly,past_due,canceled_by_failure,"No, but former union member",,,,Native American / Indigenous,No,,No,759672,San Francisco,,ME_01,8638 Jarvis Meadow,Apt. 873,North Courtneyport,AK,94133,US,,
Maria,,Byrd,davisjohn@example.com,,,,(668)997-3734,,(668)997-3734,2019-05-28,2021-04-27,Lapsed,L,one-time,canceled_by_admin,canceled_by_processor,Currently organizing my workplace,,,,Jewish,,,No,883459,San Francisco,,ME_01,7894 Kim Drive,Suite 456,Lake Vincentfurt,PR,94162,US,,
Tina,,Hutchinson,fcooke@example.com,,,,,,,2019-08-05,2023-04-22,Member,M,monthly,lapsed,canceled_by_user,"No, not a union member",,,,Hispanic / Latinx,"Yes, high school student",Ironwood High School,Yes,658648,San Francisco,,ME_02,063 Wilcox Mountain,Suite 527,Port John,NY,94112,US,,
Amanda,,Ritter,benjamin90@example.net,True,TRUE,(515)776-5939,,,(515)776-5939,2022-07-08,2024-08-05,Member in Good Standing,M,annual,canceled_by_processor,,"Yes, retired union member",UFCW,4953,,Asian,,,No,341053,San Francisco,,ME_02,483 Roman Harbor,Suite 874,Port Mistyburgh,VT,94106,US,,
Melissa,,Burke,michael64@example.net,,,(836)707-2788,,,(836)707-2788,2016-03-04,2019-05-28,Lapsed,L,monthly,canceled_by_failure,canceled_by_processor,"No, but former union member",,,,Pacific Islander,"Yes, graduate student",COLONIAL SCHOOL,No,446436,San Francisco,,ME_02,1556 Joan Turnpike,Apt. 023,New Bethany,NE,94175,US,,
Kristen,,Roberts,tbrown@example.net,,,2893897320,,,2893897320,2023-04-08,2025-03-06,Member in Good Standing,M,yearly,canceled_by_admin,canceled_by_user,Currently organizing my workplace,,,,Black / of African Descent,No,,Membership card only,540935,San Francisco,,ME_02,58957 Diaz Valley,Suite 270,Port Michelle,IA,94151,US,,
Taylor,,Garcia,valenzuelalori@example.com,,,784-275-1631,(223)667-7967,,784-275-1631,2016-06-17,2018-03-16,Lapsed,L,one-time,lapsed,canceled_by_user,Currently organizing my workplace,,,,Hispanic / Latinx,"Yes, graduate student",LITERACY LEADERSHIP TECHNOLOGY ACADEMY SOUTH BAY,Membership card only,675744,San Francisco,,ME_01,53055 Torres Dale,Suite 796,Curtisland,WA,94144,US,,
Nicole,,Collier,dixonstephen@example.org,,,,(313)593-3379,,(313)593-3379,2017-12-04,2020-07-10,Lapsed,L,income-based,canceled_by_admin,,"Yes, current union member",Teamsters,4176,,Hispanic / Latinx,No,,Yes,352835,San Francisco,,ME_01,7977 Andrew Shoals,Apt. 687,New Linda,PR,94147,US,,
Shawn,,Ryan,dsimmons@example.net,,,852-661-9589,(834)376-1314,,852-661-9589,2020-12-04,2022-01-27,Lapsed,L,one-time,canceled_by_processor,canceled_by_admin,"Yes, retired union member",NEA,2363,,Pacific Islander,"Yes, college student",Ambrose Elementary,Membership card only,989285,San Francisco,,ME_01,1582 Everett Loop,Suite 704,Dawnmouth,FL,94016,US,,
Jacob,,Garcia,kayla45@example.org,,,(696)710-5426,,,(696)710-5426,2023-04-21,2025-03-29,Member in Good Standing,M,yearly,active,canceled_by_failure,"Yes, current union member",SEIU,310,,Pacific Islander,No,,Yes,3884,San Francisco,,ME_01,3856 Bell Inlet,Apt. 528,East Lydia,DE,94140,US,,
Janet,,Wilkerson,ushelton@example.net,,,,,,,2021-01-02,2022-09-01,Lapsed,L,annual,lapsed,,"No, but former union member",,,,Native American / Indigenous,"Yes, high school student",RIVERA EARLY COLLEGE H S,Membership card only,605980,San Francisco,,ME_01,78829 William Rest,Apt. 301,New Marissa,VI,94135,US,,
Terri,,Hammond,zcollins@example.com,,,9924356736,9345404193,,9924356736,2019-05-09,2021-04-07,Lapsed,L,one-time,lapsed,canceled_by_admin,Currently organizing my workplace,,,,Native American / Indigenous,"Yes, graduate student",Park City School,Yes,190269,San Francisco,,ME_01,27176 Stacy Falls,Apt. 385,Kirbyborough,HI,94158,US,,
Steven,,Murray,bakerkristen@example.com,,TRUE,(814)438-7058,(918)503-9574,,(814)438-7058,2021-05-20,2024-03-04,Member in Good Standing,M,yearly,canceled_by_processor,,"Yes, current union member",SEIU,3603,,Asian,"Yes, high school student",Norman R. Brekke Elementary,Membership card only,783725,San Francisco,,ME_02,0353 Richard Gardens,Apt. 131,Millermouth,AS,94151,US,,
Susan,,Wolfe,shermancarolyn@example.org,,,3555830368,384-834-5186,,3555830368,2019-02-05,2021-12-07,Lapsed,L,annual,canceled_by_processor,never,"Yes, current union member",AFT,681,,West Asian / Middle Eastern,No,,Yes,220881,San Francisco,,ME_01,76285 Kenneth Locks,Apt. 055,New Kyleside,NJ,94131,US,,
Anthony,,Harvey,acox@example.com,,,,,,,2022-11-27,2024-06-12,Member in Good Standing,M,annual,canceled_by_failure,canceled_by_failure,"Yes, retired union member",LIUNA,942,,Asian,"Yes, graduate student",Howe Avenue Elementary,No,533258,San Francisco,,ME_01,087 Joseph Plains,Suite 645,Port Williamburgh,ND,94138,US,,
Dawn,,May,debbielee@example.org,True,,(452)319-2893,,,(452)319-2893,2020-12-29,2022-11-10,Lapsed,L,monthly,canceled_by_processor,canceled_by_admin,Currently organizing my workplace,,,,Jewish,No,,Membership card only,232097,San Francisco,,ME_01,94153 Natalie Prairie,Suite 240,Port Amanda,ME,94159,US,,
Rebecca,William.,Jarvis,acostacheryl@example.org,,,(559)482-8062,,,(559)482-8062,2017-07-06,2019-03-06,Lapsed,L,annual,lapsed,,"No, but former union member",,,,Other,"Yes, college student",Peninsula High School,Yes,674422,San Francisco,,ME_02,849 Lewis Shoals,Suite 240,Lake Lisafort,IL,94140,US,,
Daniel,,Solomon,qhernandez@example.org,,,(875)956-1408,,,(875)956-1408,2023-07-17,2025-01-24,Member in Good Standing,M,yearly,active,never,Currently organizing my workplace,,,,Native American / Indigenous,,,Yes,904696,San Francisco,,ME_01,1757 Black Burg,Suite 197,West Matthewport,NE,94108,US,,
Adam,,Kramer,aguirrelaurie@example.org,,,,,,,2019-06-17,2020-10-24,Lapsed,L,yearly,past_due,canceled_by_failure,"No, but former union member",,,,Jewish,No,,Yes,360348,San Francisco,,ME_02,6119 Jimmy Groves,Apt. 502,Hugheschester,WY,94138,US,,
Angela,,Taylor,micheal06@example.net,,,(760)317-5536,,,(760)317-5536,2018-12-02,2020-09-17,Lapsed,L,income-based,past_due,canceled_by_failure,"No, not a union member",,,,Jewish,No,,Yes,95950,San Francisco,,ME_02,96677 Garcia Curve,Suite 367,Bartlettville,PA,94158,US,,
Kenneth,,Wright,taylorbreanna@example.org,,TRUE,,222-826-3942,,222-826-3942,2019-09-24,2024-09-14,Member in Good Standing,M,income-based,active,canceled_by_user,"Yes, retired union member",NEA,3960,,White / of European Descent,"Yes, graduate student",PATHFINDER ACHIEVEMENT CENTER,Membership card only,55094,San Francisco,,ME_02,044 John Prairie,Apt. 111,Wangview,KS,94118,US,,
Kathleen,,Sanchez,ncruz@example.net,,TRUE,,,,,2017-07-12,2021-10-20,Lapsed,L,one-time,canceled_by_failure,canceled_by_processor,"Yes, retired union member",LIUNA,2728,,Pacific Islander,No,,Yes,539744,San Francisco,,ME_02,24564 Nielsen Summit,Suite 222,West Johnland,VI,94123,US,,
Alex,,Jenkins,ojones@example.net,,,(716)665-7249,,,(716)665-7249,2023-02-18,2024-04-11,Member in Good Standing,M,annual,past_due,canceled_by_user,"Yes, retired union member",USW,5713,,Prefer Not to Say,,,Membership card only,823837,San Francisco,,ME_01,88719 Andrew Green,Apt. 616,West Amber,VI,94142,US,,
Karen,,Black,howardtracey@example.org,,,,,,,2018-07-31,2021-07-10,Lapsed,L,one-time,canceled_by_admin,canceled_by_user,"No, not a union member",,,,Black / of African Descent,"Yes, graduate student",KLOEFKORN ELEMENTARY,No,980551,San Francisco,,ME_02,386 Burton Springs,Apt. 382,Larsonhaven,KS,94017,US,,
Kristy,,Barrett,blevinscolleen@example.com,,,(312)770-2186,,,(312)770-2186,2018-01-30,2019-05-21,Lapsed,L,annual,canceled_by_admin,canceled_by_failure,"No, not a union member",,,,Native American / Indigenous,"Yes, college student",GEORGE WASHINGTON MIDDLE SCHOOL,Yes,641922,San Francisco,,ME_02,670 Patricia Place,Suite 160,Lake Tina,TX,94156,US,,
Deborah,,Mccann,swansonchristopher@example.net,,,(596)848-3367,,,(596)848-3367,2019-04-19,2024-01-16,Member in Good Standing,M,yearly,canceled_by_processor,never,,,,,Black / of African Descent,,,No,876036,San Francisco,,ME_01,8178 Johnson Drive,Apt. 325,New Brenda,CT,94118,US,,
Marie,,Owens,ddiaz@example.org,,,9819628487,9418623011,,9819628487,2023-04-09,2024-06-19,Member in Good Standing,M,income-based,lapsed,canceled_by_admin,"No, but former union member",,,,Jewish,,,Yes,91557,San Francisco,,ME_02,99370 Adam Divide,Apt. 346,Lisaberg,FL,94134,US,,
Jenny,William.,Flores,tpeterson@example.org,,,,,,,2020-04-27,2023-09-11,Member,M,yearly,canceled_by_processor,canceled_by_failure,"Yes, retired union member",UFCW,905,,Prefer Not to Say,"Yes, graduate student",Westview High School,Membership card only,677573,San Francisco,,ME_02,95702 Lawrence Courts,Apt. 647,New Michael,MT,94151,US,,
Hunter,,Gilbert,whitescott@example.net,True,,9327842057,,,9327842057,2021-11-28,2023-06-16,Member,M,one-time,canceled_by_admin,canceled_by_processor,Currently organizing my workplace,,,,Asian,"Yes, college student",MILLWOOD ARTS ACADEMY MS,No,683543,San Francisco,,ME_02,9171 Smith Court,Suite 713,Matthewland,DC,94112,US,,
Jorge,,White,morganrose@example.org,,TRUE,5443700682,,,5443700682,2019-09-21,2022-03-08,Lapsed,L,monthly,canceled_by_failure,canceled_by_user,"Yes, current union member",AFSCME,1731,,Hispanic / Latinx,No,,Yes,693806,San Francisco,,ME_02,039 Valencia Light,Apt. 381,East Jessicaview,NH,94164,US,,
Robert,,Woods,usantiago@example.com,,,(279)412-6124,4645517922,,(279)412-6124,2016-05-27,2018-02-14,Lapsed,L,annual,lapsed,canceled_by_admin,Currently organizing my workplace,,,,Prefer Not to Say,"Yes, high school student",FRIDLEY SENIOR HIGH,Yes,154491,San Francisco,,ME_01,078 Smith River,Suite 693,Kristinmouth,ND,94162,US,,
Amy,,Johnson,fraziercarla@example.com,,,5312235226,,,5312235226,2022-10-21,2024-12-27,Member in Good Standing,M,yearly,active,canceled_by_processor,Currently organizing my workplace,,,,Pacific Islander,No,,Membership card only,240372,San Francisco,,ME_02,0115 Long Inlet,Suite 992,West Richard,IA,94107,US,,
Robert,Douglas,Schneider,randy78@example.org,True,,(253)582-7344,870-302-8063,,(253)582-7344,2023-05-28,2024-06-05,Member in Good Standing,M,income-based,canceled_by_admin,active,Currently organizing my workplace,,,,Pacific Islander,"Yes, high school student",GATEWAY ELEMENTARY SCHOOL,No,515404,San Francisco,,ME_02,919 Douglas Terrace,Suite 861,Lake Jillmouth,MS,94123,US,,
Gail,,Garcia,matthew58@example.com,,,,7707553136,,7707553136,2021-11-19,2023-04-06,Member,M,,canceled_by_processor,canceled_by_admin,"No, but former union member",,,,Other,"Yes, graduate student",SCURRY-ROSSER EL,No,817966,San Francisco,,ME_01,72009 Allen Falls,Suite 727,Jonesmouth,TX,94144,US,,
Ronald,John.,Holmes,vpowell@example.com,,,,(727)688-6792,,(727)688-6792,2022-12-26,2024-04-30,Member in Good Standing,M,yearly,canceled_by_failure,never,"Yes, retired union member",IBEW,825,,Native American / Indigenous,"Yes, graduate student",Robert Fulton College Preparatory,Membership card only,783023,San Francisco,,ME_01,0889 John Point,Suite 191,Davidland,KY,94105,US,,
Michael,Shawn.,Perry,brandonweiss@example.net,,TRUE,,631-379-5012,,631-379-5012,2018-02-14,2019-05-19,Lapsed,L,yearly,lapsed,canceled_by_failure,Currently organizing my workplace,,,,Native American / Indigenous,,,Yes,810326,San Francisco,,ME_01,563 Dustin Courts,Suite 225,New Vanessaport,OH,94143,US,,
Shane,,Roberts,micheallawson@example.net,,,(585)317-9957,,,(585)317-9957,2022-05-29,2023-07-21,Member,M,one-time,past_due,canceled_by_failure,Currently organizing my workplace,,,,Black / of African Descent,No,,No,558577,San Francisco,,ME_02,53322 Sabrina Road,Apt. 588,Lake Davidport,NY,94133,US,,
Sheryl,,Clark,llin@example.com,,,(688)309-0420,,,(688)309-0420,2017-04-17,2018-08-31,Lapsed,L,one-time,past_due,canceled_by_admin,"No, but former union member",,,,White / of European Descent,"Yes, college student",LONGFELLOW MIDDLE,No,437335,San Francisco,,ME_01,563 Cesar Burg,Apt. 655,Floreston,DE,94134,US,,
Cynthia,,Miller,samantha63@example.net,,,(831)313-0160,,,(831)313-0160,2023-11-17,2025-01-16,Member in Good Standing,M,monthly,canceled_by_admin,canceled_by_user,"No, not a union member",,,,Pacific Islander,"Yes, high school student",NEW MILLENIUM ACADEMY CHARTER SCH,No,91687,San Francisco,,ME_02,88963 Peck Coves,Apt. 726,North Jacob,AS,94104,US,,
Melissa,,King,nicholaswilliams@example.net,,,7264253095,(755)697-7139,,7264253095,2020-12-23,2022-03-01,Lapsed,L,income-based,lapsed,,"No, not a union member",,,,Prefer Not to Say,No,,Membership card only,91018,San Francisco,,ME_01,410 Charles Via,Apt. 175,Thomasberg,WI,94132,US,,
Sean,,Holmes,matthew84@example.org,,,5974020168,2179830903,,5974020168,2016-03-23,2024-05-23,Member in Good Standing,M,one-time,active,canceled_by_processor,,,,,White / of European Descent,"Yes, college student",Lillian Black Elementary,Yes,160865,San Francisco,,ME_02,429 Mitchell Viaduct,Suite 934,Port Cynthia,CO,94111,US,,
James,,Cummings,steven60@example.com,,TRUE,890-235-6218,715-844-3586,,890-235-6218,2021-03-31,2024-01-30,Member in Good Standing,M,monthly,active,canceled_by_admin,"No, but former union member",,,,Black / of African Descent,No,,No,380691,San Francisco,,ME_02,889 Sandra Island,Suite 097,South Jeffrey,MD,94144,US,,
Andrew,,Steele,william72@example.org,,,(821)294-1284,,,(821)294-1284,2020-12-24,2024-10-17,Member in Good Standing,M,one-time,canceled_by_processor,never,"Yes, current union member",UFCW,747,,Jewish,,,Membership card only,405381,San Francisco,,ME_02,3489 Garcia Ford,Apt. 807,Douglasland,NM,94017,US,,
Justin,,Williams,nathanduncan@example.com,,TRUE,977-953-0923,547-550-3620,,977-953-0923,2022-04-21,2024-05-22,Member in Good Standing,M,one-time,canceled_by_failure,canceled_by_processor,"Yes, retired union member",USW,3601,,Other,"Yes, graduate student",North Elementary School,Yes,622779,San Francisco,,ME_02,7499 Zachary Expressway,Apt. 641,Careyfort,TN,94143,US,,
Justin,,Daniel,lambertlucas@example.com,True,TRUE,(344)756-6971,,,(344)756-6971,2018-09-15,2021-10-11,Lapsed,L,yearly,canceled_by_processor,canceled_by_failure,"Yes, current union member",UFCW,4374,,Hispanic / Latinx,"Yes, high school student",Whittier School,Yes,389147,San Francisco,,ME_01,3219 Alyssa Greens,Suite 533,Beckside,RI,94163,US,,
Adam,Christian,Ortiz,coreyburnett@example.com,,,,,,,2018-01-16,2022-03-04,Lapsed,L,income-based,canceled_by_processor,canceled_by_processor,"Yes, retired union member",,2107,,White / of European Descent,"Yes, high school student",Spofford Pond,Membership card only,755467,San Francisco,,ME_01,6636 Jessica Forges,Suite 465,Carlaberg,NE,94131,US,,
Curtis,,Hendrix,iburnett@example.com,,,221-915-7428,8217754689,,221-915-7428,2017-11-10,2019-04-02,Lapsed,L,yearly,lapsed,,"No, but former union member",,,,Hispanic / Latinx,No,,Yes,250944,San Francisco,,ME_02,5451 Sanders Mission,Apt. 354,West Kenneth,CA,94162,US,,
Rachael,,Beard,reeseamanda@example.org,,,,,,,2020-09-14,2022-12-18,Lapsed,L,monthly,canceled_by_admin,canceled_by_failure,"Yes, current union member",LIUNA,1978,,Prefer Not to Say,,,Yes,167209,San Francisco,,ME_01,0817 Samantha Harbor,Apt. 658,Walkershire,IL,94147,US,,
Chase,,Garcia,lancerodriguez@example.net,,,,(648)307-5758,,(648)307-5758,2023-10-23,2025-02-09,Member in Good Standing,M,income-based,canceled_by_processor,canceled_by_processor,"No, but former union member",,,,Native American / Indigenous,No,,Membership card only,811066,San Francisco,,ME_02,366 Cannon Forks,Apt. 222,Lake Brandy,VI,94146,US,,
Ashley,,Martin,briannamorris@example.org,,,,,,,2022-07-08,2023-08-06,Member,M,monthly,canceled_by_admin,canceled_by_processor,"No, but former union member",,,,Jewish,"Yes, high school student",YSLETA PK CENTER,No,793573,San Francisco,,ME_01,76488 Erik Mission,Apt. 427,East Johnport,FL,94134,US,,
Nicolas,,Saunders,dfloyd@example.com,,,,(750)950-3562,,(750)950-3562,2016-07-17,2018-04-13,Lapsed,L,yearly,canceled_by_admin,canceled_by_admin,"Yes, current union member",USW,289,,Prefer Not to Say,,,Membership card only,631035,San Francisco,,ME_02,3705 Whitney Fort,Apt. 017,West Colleenborough,MN,94111,US,,
Jason,,Peterson,qbarnes@example.com,,TRUE,9205704618,(548)636-1205,,9205704618,2019-04-17,2022-11-27,Lapsed,L,annual,canceled_by_processor,canceled_by_processor,"Yes, current union member",UAW,2968,,Jewish,"Yes, college student",Marrington Middle School of the Arts,No,646343,San Francisco,,ME_02,09651 Francis Canyon,Apt. 616,Chapmanfurt,MI,94162,US,,
Robert,,Schultz,nguyenevelyn@example.net,,TRUE,,,,,2023-10-03,2025-04-16,Member in Good Standing,M,income-based,past_due,canceled_by_failure,"Yes, retired union member",,1504,,Prefer Not to Say,"Yes, graduate student",Wibaux 7-8,No,878488,San Francisco,,ME_01,529 Jorge Trail,Apt. 293,West Pamela,ID,94118,US,,
Heather,,Gomez,jennifergarcia@example.org,True,,510-692-1154,,,510-692-1154,2017-09-06,2024-01-26,Member in Good Standing,M,income-based,canceled_by_failure,canceled_by_admin,Currently organizing my workplace,,,,Hispanic / Latinx,"Yes, graduate student",BLACK EL,No,475159,San Francisco,,ME_02,68250 Mark Orchard,Apt. 741,East Anthonyberg,OK,94137,US,,
Phillip,,Snyder,andersonmelissa@example.com,,,,8415958712,,8415958712,2018-04-09,2021-05-10,Lapsed,L,income-based,canceled_by_admin,canceled_by_user,"Yes, retired union member",IBEW,5039,,Hispanic / Latinx,No,,Yes,177428,San Francisco,,ME_01,692 Rodriguez Oval,Apt. 683,Morgantown,OK,94117,US,,
